Date,Open,High,Low,Close,Adj Close,Volume
2019-05-14,74.430000,76.669998,74.300003,76.010002,75.329056,2557700
2019-05-15,67.360001,69.900002,66.239998,67.639999,67.034035,14523800
2019-05-16,67.599998,69.419998,67.599998,69.300003,68.679161,4567700
2019-05-17,68.440002,69.870003,68.190002,69.110001,68.490860,3935700
2019-05-20,68.660004,69.970001,68.639999,68.930000,68.312477,4029700
2019-05-21,69.370003,70.440002,68.250000,68.320000,67.707939,3928200
2019-05-22,68.169998,68.639999,67.510002,67.970001,67.361076,4985400
2019-05-23,67.180000,67.849998,66.029999,67.699997,67.093491,5358500
2019-05-24,68.139999,69.889999,68.080002,68.360001,67.747589,3852900
2019-05-28,68.430000,68.860001,66.959999,67.080002,66.479050,2984700
2019-05-29,66.589996,67.989998,66.589996,67.300003,66.697075,3722100
2019-05-30,67.589996,67.900002,66.730003,66.889999,66.290756,2947900
2019-05-31,66.239998,67.559998,66.070000,67.050003,66.449326,2829300
2019-06-03,67.040001,68.099998,66.820000,66.989998,66.389854,2560600
2019-06-04,67.660004,68.000000,66.410004,67.949997,67.341248,4402800
2019-06-05,68.610001,69.010002,67.889999,68.349998,67.737671,2289200
2019-06-06,68.519997,69.680000,68.519997,69.160004,68.540421,2469000
2019-06-07,69.699997,70.220001,69.330002,69.519997,68.897186,1547400
2019-06-10,69.680000,70.550003,69.360001,70.290001,69.660294,1477100
2019-06-11,72.250000,72.599998,69.809998,70.089996,69.462082,1748200
2019-06-12,70.080002,70.290001,68.930000,70.290001,69.660294,1546800
2019-06-13,70.559998,70.709999,69.889999,70.300003,69.670197,1886900
2019-06-14,70.309998,70.449997,69.739998,69.970001,69.343163,1602700
2019-06-17,70.250000,70.599998,69.889999,70.290001,69.660294,1149200
2019-06-18,70.800003,72.220001,70.570000,71.910004,71.265778,2350400
2019-06-19,71.889999,72.730003,71.889999,72.650002,71.999153,1916700
2019-06-20,73.220001,73.419998,72.360001,73.320000,72.663147,2077800
2019-06-21,73.139999,73.540001,72.550003,73.339996,72.682961,3096200
2019-06-24,73.330002,73.680000,72.260002,73.139999,72.484764,1251600
2019-06-25,73.190002,73.629997,72.410004,72.510002,71.860405,1340400
2019-06-26,72.639999,73.180000,72.040001,72.139999,71.493721,1583800
2019-06-27,72.550003,73.279999,72.199997,73.190002,72.534309,1480200
2019-06-28,73.260002,74.699997,73.099998,74.669998,74.001045,3159700
2019-07-01,75.599998,75.889999,74.919998,75.779999,75.266418,2753200
2019-07-02,75.849998,76.180000,75.250000,75.610001,75.097565,1877000
2019-07-03,75.860001,76.930000,75.699997,76.800003,76.279510,1153100
2019-07-05,76.339996,76.470001,75.300003,75.750000,75.236626,1493100
2019-07-08,75.529999,75.989998,73.500000,73.839996,73.339561,2217400
2019-07-09,73.489998,74.080002,73.110001,73.449997,72.952202,2092200
2019-07-10,73.580002,73.940002,73.129997,73.370003,72.872749,1785200
2019-07-11,73.769997,73.779999,71.480003,71.739998,71.253792,6562400
2019-07-12,71.279999,72.269997,70.830002,71.650002,71.164413,2542400
2019-07-15,71.019997,71.019997,69.489998,70.550003,70.071861,3955300
2019-07-16,70.000000,70.360001,69.330002,69.949997,69.475922,3067200
2019-07-17,70.309998,70.559998,69.589996,69.589996,69.118362,2402300
2019-07-18,70.010002,70.610001,69.660004,70.129997,69.654709,2713000
2019-07-19,70.580002,70.580002,68.599998,68.699997,68.234398,2694400
2019-07-22,68.910004,69.470001,68.459999,69.089996,68.621750,3103300
2019-07-23,69.400002,70.169998,69.160004,69.889999,69.416336,3304200
2019-07-24,69.250000,69.580002,68.620003,69.580002,69.108437,3190400
2019-07-25,69.750000,70.010002,69.550003,69.849998,69.376602,1904700
2019-07-26,70.129997,70.190002,69.349998,69.500000,69.028976,2392600
2019-07-29,69.500000,70.500000,69.379997,70.370003,69.893082,2750000
2019-07-30,69.250000,70.180000,68.099998,70.150002,69.674576,2871800
2019-07-31,70.190002,70.660004,68.919998,69.410004,68.939590,3846100
2019-08-01,69.629997,70.680000,68.389999,69.209999,68.740936,2494100
2019-08-02,69.120003,69.129997,67.559998,68.080002,67.618599,2803500
2019-08-05,66.839996,67.169998,65.660004,65.860001,65.413643,3273100
2019-08-06,66.410004,67.680000,66.040001,67.660004,67.201454,2436200
2019-08-07,66.870003,68.269997,66.480003,67.970001,67.509346,2172900
2019-08-08,68.430000,69.510002,68.099998,69.489998,69.019051,2014300
2019-08-09,68.940002,68.940002,67.820000,68.639999,68.174805,1866200
2019-08-12,68.220001,68.379997,66.500000,66.629997,66.178421,1961900
2019-08-13,66.910004,68.779999,66.500000,67.639999,67.181587,3164300
2019-08-14,66.580002,67.019997,65.349998,65.589996,65.145477,3509700
2019-08-15,71.940002,72.650002,69.419998,69.589996,69.118362,6701000
2019-08-16,69.900002,71.180000,68.959999,71.080002,70.598274,3367100
2019-08-19,71.930000,72.279999,71.500000,71.750000,71.263733,2050400
2019-08-20,71.419998,72.260002,71.099998,71.120003,70.638008,2171200
2019-08-21,71.959999,72.330002,71.190002,72.199997,71.710678,1897400
2019-08-22,72.449997,72.769997,71.250000,71.739998,71.253792,1644000
2019-08-23,71.500000,71.669998,69.250000,69.550003,69.078644,2990000
2019-08-26,70.110001,70.639999,68.790001,69.639999,69.168030,1827300
2019-08-27,70.050003,70.330002,69.110001,69.480003,69.009117,2032300
2019-08-28,69.260002,70.260002,68.809998,69.940002,69.466003,1674000
2019-08-29,70.809998,71.290001,70.480003,70.699997,70.220840,1611200
2019-08-30,71.449997,72.449997,70.820000,71.110001,70.628067,2356400
2019-09-03,70.699997,71.040001,69.480003,70.410004,69.932816,2227800
2019-09-04,70.940002,71.220001,69.959999,70.860001,70.379761,1820600
2019-09-05,71.639999,73.709999,71.639999,73.519997,73.021729,2997900
2019-09-06,73.690002,74.370003,73.690002,74.279999,73.776588,3117600
2019-09-09,74.389999,74.589996,73.669998,74.180000,73.677261,2996900
2019-09-10,73.500000,75.029999,73.290001,74.769997,74.263260,2838000
2019-09-11,75.070000,77.010002,75.070000,76.989998,76.468216,2805500
2019-09-12,77.010002,78.089996,76.709999,77.570000,77.044289,4009800
2019-09-13,77.589996,78.050003,77.180000,77.900002,77.372047,2673400
2019-09-16,77.320000,77.430000,76.459999,77.150002,76.627136,2874500
2019-09-17,76.949997,76.970001,76.279999,76.400002,75.882210,2716800
2019-09-18,76.360001,77.570000,75.750000,77.570000,77.044289,1982600
2019-09-19,77.580002,78.150002,77.320000,78.070000,77.540894,1743700
2019-09-20,78.220001,78.739998,77.910004,77.970001,77.441574,4605500
2019-09-23,77.480003,78.389999,77.269997,78.059998,77.530960,2217000
2019-09-24,78.290001,78.389999,75.639999,75.970001,75.455132,4296700
2019-09-25,76.050003,76.559998,75.160004,76.330002,75.812698,1739200
2019-09-26,76.449997,76.959999,76.089996,76.519997,76.001396,1313300
2019-09-27,77.019997,77.309998,75.919998,76.389999,75.872284,1639800
2019-09-30,76.370003,77.110001,76.330002,76.629997,76.274406,1684600
2019-10-01,76.500000,76.889999,74.589996,74.839996,74.492714,2189100
2019-10-02,74.320000,74.540001,72.900002,73.349998,73.009636,1999400
2019-10-03,73.379997,73.879997,72.470001,73.870003,73.527222,1869400
2019-10-04,74.080002,75.910004,74.059998,75.879997,75.527893,1260800
2019-10-07,75.349998,75.690002,74.639999,75.099998,74.751503,1048000
2019-10-08,73.970001,73.970001,71.730003,72.489998,72.153618,3001900
2019-10-09,73.050003,73.839996,72.639999,73.470001,73.129074,1499700
2019-10-10,73.430000,74.430000,73.430000,74.000000,73.656616,1399900
2019-10-11,75.550003,76.209999,75.239998,75.300003,74.950584,1200700
2019-10-14,75.180000,75.800003,74.989998,75.180000,74.831139,829500
2019-10-15,75.800003,76.360001,75.680000,75.750000,75.398499,844900
2019-10-16,75.300003,75.879997,74.959999,75.269997,74.920715,2275500
2019-10-17,75.690002,76.250000,74.900002,74.919998,74.572342,1650000
2019-10-18,74.000000,74.820000,73.769997,74.570000,74.223969,2121900
2019-10-21,74.879997,75.510002,74.690002,75.480003,75.129745,1641500
2019-10-22,75.680000,76.330002,74.639999,74.690002,74.343414,1271800
2019-10-23,75.019997,75.889999,74.680000,74.980003,74.632065,1778300
2019-10-24,75.029999,75.110001,74.459999,75.000000,74.651978,1475100
2019-10-25,74.699997,75.970001,74.129997,75.389999,75.040161,835100
2019-10-28,75.690002,76.559998,75.690002,76.150002,75.796638,1143900
2019-10-29,75.050003,76.680000,74.940002,76.169998,75.816544,1113300
2019-10-30,76.040001,76.150002,75.239998,76.120003,75.766777,914800
2019-10-31,76.000000,76.120003,75.099998,75.750000,75.398499,970500
2019-11-01,76.510002,77.349998,76.320000,76.970001,76.612839,1106300
2019-11-04,77.680000,77.849998,76.730003,76.739998,76.383896,1010200
2019-11-05,76.820000,76.910004,75.470001,75.550003,75.199425,2362700
2019-11-06,75.699997,75.940002,74.940002,75.790001,75.438309,1355700
2019-11-07,76.339996,76.379997,75.680000,75.910004,75.557755,860900
2019-11-08,75.900002,76.650002,75.650002,76.639999,76.284363,1231500
2019-11-11,76.250000,76.849998,76.129997,76.849998,76.493385,1149200
2019-11-12,77.000000,77.550003,76.720001,77.050003,76.692467,1008400
2019-11-13,76.820000,77.500000,76.559998,77.160004,76.801956,1096000
2019-11-14,77.209999,77.449997,76.480003,76.760002,76.403809,1113500
2019-11-15,76.930000,78.309998,76.610001,78.260002,77.896843,1700400
2019-11-18,78.139999,78.500000,77.500000,77.940002,77.578339,1641200
2019-11-19,78.169998,79.489998,77.839996,79.290001,78.922066,1704800
2019-11-20,79.160004,79.360001,78.209999,78.519997,78.155640,2429800
2019-11-21,78.970001,78.970001,77.309998,78.300003,77.936661,2142200
2019-11-22,78.610001,79.190002,78.230003,79.120003,78.752861,1869700
2019-11-25,79.449997,80.459999,79.300003,80.260002,79.887566,2640800
2019-11-26,78.570000,81.029999,77.959999,80.949997,80.574356,5329900
2019-11-27,81.080002,81.339996,80.690002,81.080002,80.703758,1628000
2019-11-29,80.959999,81.239998,80.470001,80.769997,80.395195,835800
2019-12-02,80.779999,80.989998,80.019997,80.349998,79.977142,1775600
2019-12-03,79.519997,80.110001,79.169998,80.099998,79.728302,1978200
2019-12-04,80.300003,81.000000,80.180000,80.930000,80.554459,1690900
2019-12-05,80.889999,81.739998,80.500000,81.529999,81.151672,1900000
2019-12-06,82.239998,82.419998,81.820000,82.209999,81.828514,1783400
2019-12-09,82.339996,82.470001,81.550003,81.620003,81.241257,1913800
2019-12-10,82.900002,83.800003,82.699997,82.930000,82.545174,3067700
2019-12-11,82.930000,83.470001,82.570000,83.419998,83.032898,1718300
2019-12-12,83.489998,84.980003,83.169998,84.809998,84.416451,1920800
2019-12-13,84.669998,84.739998,83.589996,83.709999,83.321556,1811200
2019-12-16,84.470001,84.970001,84.000000,84.449997,84.058121,1371200
2019-12-17,84.760002,84.860001,83.779999,83.949997,83.560440,1653200
2019-12-18,83.750000,84.050003,83.360001,83.430000,83.042854,2025500
2019-12-19,83.949997,84.669998,83.559998,84.510002,84.117844,1696000
2019-12-20,84.940002,85.309998,84.320000,85.190002,84.794685,2287800
2019-12-23,85.419998,85.440002,84.760002,85.260002,84.864365,816000
2019-12-24,85.449997,85.449997,84.980003,85.300003,84.904182,271900
2019-12-26,85.309998,85.639999,85.089996,85.449997,85.053474,649100
2019-12-27,85.680000,85.680000,85.110001,85.419998,85.023621,767700
2019-12-30,85.339996,85.400002,84.639999,84.900002,84.684486,742800
2019-12-31,84.839996,85.339996,84.669998,85.309998,85.093445,1176200
2020-01-02,85.900002,86.349998,85.199997,85.949997,85.731819,1410500
2020-01-03,84.669998,85.330002,84.500000,84.570000,84.355324,1118300
2020-01-06,84.000000,84.820000,83.599998,84.820000,84.604691,1993200
2020-01-07,83.959999,85.260002,83.940002,85.080002,84.864029,1684700
2020-01-08,85.959999,86.470001,85.199997,85.919998,85.701897,1847600
2020-01-09,86.459999,87.699997,86.169998,87.269997,87.048470,1912700
2020-01-10,87.720001,88.239998,87.320000,87.589996,87.367653,1417000
2020-01-13,87.809998,88.320000,86.739998,87.459999,87.237984,1630200
2020-01-14,87.269997,88.209999,86.699997,87.989998,87.766640,1675200
2020-01-15,87.629997,89.110001,87.550003,88.620003,88.395042,1630400
2020-01-16,89.120003,89.489998,88.860001,89.459999,89.232910,1595900
2020-01-17,89.970001,90.279999,89.209999,90.120003,89.891235,3718300
2020-01-21,89.800003,90.150002,89.459999,89.610001,89.382530,2697400
2020-01-22,89.940002,90.639999,89.839996,90.129997,89.901207,1665800
2020-01-23,89.620003,89.980003,88.660004,89.070000,88.843903,1228300
2020-01-24,89.449997,89.459999,87.580002,88.260002,88.035957,1164500
2020-01-27,86.540001,87.169998,86.209999,86.559998,86.340271,1868000
2020-01-28,86.849998,87.480003,86.190002,87.180000,86.958702,1652200
2020-01-29,87.550003,88.360001,87.150002,87.239998,87.018547,1131500
2020-01-30,84.900002,85.029999,83.599998,84.379997,84.165802,3026700
2020-01-31,84.029999,84.339996,82.339996,82.559998,82.350426,2850400
2020-02-03,83.290001,83.690002,82.110001,82.150002,81.941467,1919800
2020-02-04,82.849998,83.900002,82.779999,83.519997,83.307983,1676000
2020-02-05,84.529999,85.500000,84.389999,84.930000,84.714409,2345100
2020-02-06,85.309998,85.389999,84.580002,84.820000,84.604691,835500
2020-02-07,84.610001,84.790001,82.919998,83.169998,82.958878,1447600
2020-02-10,83.040001,84.639999,82.930000,84.430000,84.215683,2066900
2020-02-11,85.029999,85.669998,84.839996,85.089996,84.874001,1543200
2020-02-12,85.400002,86.059998,85.290001,85.430000,85.213142,1464200
2020-02-13,85.099998,85.680000,84.660004,85.470001,85.253044,1596300
2020-02-14,85.720001,85.860001,85.120003,85.820000,85.602150,1965400
2020-02-18,85.660004,86.080002,84.529999,84.790001,84.574768,2872500
2020-02-19,84.699997,85.839996,83.449997,85.349998,85.133339,4741300
2020-02-20,84.900002,84.989998,83.360001,84.339996,84.125908,2543600
2020-02-21,83.900002,85.089996,83.400002,85.070000,84.854057,1762500
2020-02-24,82.220001,82.589996,80.019997,80.500000,80.295654,2919200
2020-02-25,80.699997,80.879997,77.690002,77.949997,77.752129,2768000
2020-02-26,78.660004,80.269997,78.089996,78.110001,77.911720,2526000
2020-02-27,76.680000,80.300003,76.370003,77.430000,77.233452,2879400
2020-02-28,74.970001,77.070000,74.169998,77.070000,76.874359,3755600
2020-03-02,77.309998,82.000000,77.239998,81.970001,81.761925,3407500
2020-03-03,81.889999,85.000000,79.279999,80.320000,80.116112,3017200
2020-03-04,81.769997,84.430000,80.720001,84.349998,84.135880,1905300
2020-03-05,82.139999,83.250000,79.699997,80.459999,80.255753,2322600
2020-03-06,77.949997,78.900002,76.500000,78.559998,78.360580,2959900
2020-03-09,72.589996,74.190002,70.169998,70.750000,70.570404,4598200
2020-03-10,73.050003,73.620003,69.660004,72.910004,72.724922,3537300
2020-03-11,70.760002,71.730003,67.570000,68.839996,68.665253,4985900
2020-03-12,64.000000,67.139999,62.160000,63.419998,63.259010,5055000
2020-03-13,66.529999,69.510002,63.750000,69.199997,69.024338,3261200
2020-03-16,63.410000,66.620003,61.130001,64.129997,63.967205,4742800
2020-03-17,66.019997,70.529999,63.939999,70.440002,70.261192,3341800
2020-03-18,65.190002,69.879997,65.180000,68.870003,68.695183,4123900
2020-03-19,68.540001,68.589996,64.169998,65.760002,65.593071,3430700
2020-03-20,65.989998,71.000000,64.959999,66.459999,66.291298,3258400
2020-03-23,66.800003,67.559998,62.090000,63.369999,63.209137,2989600
2020-03-24,65.529999,68.180000,64.599998,67.000000,66.829926,2868900
2020-03-25,67.120003,71.790001,65.110001,69.000000,68.824844,2628100
2020-03-26,70.000000,74.449997,69.650002,73.720001,73.532867,3267500
2020-03-27,71.550003,73.209999,70.279999,70.910004,70.730003,1829800
2020-03-30,71.059998,73.180000,71.059998,72.669998,72.669998,1486200
2020-03-31,72.339996,72.800003,70.500000,71.620003,71.620003,1822100
2020-04-01,69.470001,70.230003,68.150002,68.919998,68.919998,2173600
